REGION,user_id,campaign,medium,source,LP_benefit_activation,unsubscribe,cancellation
europe-west1,SRMfE58wMvcqjcoVRNwuZGYTIX82,Subscribed_1_BENL,email,email,5,,
europe-west1,SRWkRfjAPzO60K2PeqMLOgw81xG2,(referral),referral,l.facebook.com,,,
europe-west1,SRaHUMmRO2QED3eFlAFkjeYMrWU2,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,SRcliN3Sypbrp6Gdfw20jkkbP8t2,23VLE-FB-RP-D-ROAS_2023_VLG_Ecom_Facebook_RET_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,SRg49pmPALOqFkYEURoiaVKGTTt1,20231026_BENL_DuyvisDreft_Active-1,email,email,2,,
europe-west1,SSITYW65jDO442XfI2ySeMbhh8q2,(referral),referral,l.facebook.com,,,
europe-west1,SSXJCzcs9LWw4vC5tevwggpwJjg1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,STCKkZfJyvWEi6JWwHmUuyxKfem2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,bing,,,
europe-west1,STacz4scZaMaZGwueSdo7mKq6jX2,(organic),organic,bing,12,,
europe-west1,STbBgaaGFoMz8xkAEM4WXqRch8a2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,STcasz0Nrgby8AcBzWGNR7QSBtX2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,STg9ZF8DpQblWS65QVpI9FeL5662,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,STse68VSEAhiHsUZctSuaN48HKH3,(referral),referral,payv2.multisafepay.com,,,
europe-west1,STxFETPZ8vOStnIrLmMYBwNSuRx2,(referral),referral,l.facebook.com,2,1,
europe-west1,SUQV2pAUGrRS8pD8dhFkWQ5GCOG2,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,SUl6WTNaxWQV0L1COZmg3nL0Pmu2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,SUxCCgyJXwP7E66tC12NgAkA6ns2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SUyNNv7CM3dfdgnfvvBel5nAypA2,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,SV9k61yDdEagqa6OsXQuxdT61zp1,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,1,1
europe-west1,SVDO1X4aOHhgobCtsewRJCUdhSO2,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,6,,
europe-west1,SVQOO7cZj8V6UE49Uu4LQ6WUkb42,20230821_BENL_KelloggsTresor_Subscribers,email,email,,,
europe-west1,SVWSkQPi4bhBlyRakCVO3zA5EEj2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,SVu5sgCqelX32ipzOnVzYp6MkVr1,23VLE-FB-MP-AO-ROAS-bestsellers_2023_VLG_Ecom_Facebook_MID_AlwaysOn_Purchase_Bestsellers,paid_social,facebook,,,
europe-west1,SWBdSrMTlKQXlskNwg5EeDFr9eg1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SWOV3vczSIPsNbOFStiMwfEt8Qk2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SWZaQ1j6qYdfsTk7uZG6eCpreC82,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SWaWpu8x36MxGG3Ff9f9helWT6T2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,12,,
europe-west1,SXBWUobWUqXL2cGOdcU6lwL4Pry2,(referral),referral,l.facebook.com,,,
europe-west1,SXEZ7D1Z36V49znPM1rGfAWq9Bl1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,3,,
europe-west1,SXf5PRIVnKaC53zEPTAe8ZIUBmx1,(referral),referral,foodello.nl,,,
europe-west1,SXnvI8C7mENwXcK9cWKp47Q7BrR2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SXofuZNcxyRH9HRRd2Hgj9U9m2C3,(organic),organic,google,6,,
europe-west1,SYCJGKe221MdY12r0WxVadKkEdD3,(referral),referral,m.facebook.com,,,
europe-west1,SYEkOptqIkZM0n3ju78i2Y2W2mk2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SYJITmSjvDXfmCWJtqmsAWDDpuS2,(referral),referral,lm.facebook.com,,,
europe-west1,SYPKrDMTBnQ8w9tUVqtrJ3VSYX33,23VLE-FB-RP-AO-ROAS-bestsellers_2023_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook,1,,
europe-west1,SYjGTAOReJRpB9fSQLczdbGL0qu1,20240101_BEFR_Cheetos_Active-1,email,email,,,
europe-west1,SYnSx7rcMZXQNCZ8uuRGozTs7qT2,(referral),referral,payv2.multisafepay.com,5,,
europe-west1,SYtW3VBXW8fSd3RDg3Hep7SXleC2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,SZRs45sfrnPfd0xrCZalYlCtOky2,22BEE-FB-MP-D-CPA-allproducts_2022_BEL_Ecom_Facebook_MID_Dynamic_Purchase_AllProducts,paid_social,facebook,,,
europe-west1,SZXaum3uBOWRJB10Kql6VEfvly33,(referral),referral,belgium-3ds-bxl.wlp-acs.com,6,,
europe-west1,SZZV1b9RwMYRbENQe6gGyFoniaF2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SZfdGFZo3QYKEPhl1wcVAFhzdof1,(referral),referral,l.facebook.com,,,
europe-west1,SZuUUsRKuKYSEWfXZmIePTT6wAg1,20240203_BEFR_Last1C_Active-1,email,email,,,
europe-west1,Sa5UkBmqizZGKHowXnFFGEsJOzD2,20230717_BEFR_NestléNuts_Subscribers_FirstName,email,email,2,,
europe-west1,SaIKq73UAYUkxvJiR8J4SGfqc953,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SaJHhJtlBAcnVM70fyKLgN59bA02,20230812_BENL_SHIP4FREE_Subscribers,email,email,2,,
europe-west1,SaY6ZW2jlIhQLUTrYyGI5wwJKJr1,23VLE-FB-RP-AO-ROAS-bestsellers_2023_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook,,,
europe-west1,Sad2Zk3zZHekFGebqBPe7x4lnrE2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,Sajbk5Fgztfas52GXgWTn3cZqqi1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SapYiHTgsZftro08EnDhibtGkHr1,24VLE-FB-RP-AO-ROAS-bestsellers_2024_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook,2,,
europe-west1,SatRORURXFfgHMoFezoRM7PO2tR2,Subscribed_3_BENL,email,email,2,,
europe-west1,SbBbfZTsKfZGZ50Fmuf4DKv4gpJ2,20240307_BENL_EmmiCaffè_active-1,email,email,4,,
europe-west1,SbDNR7kU1kQP43buaN9BJLMTaru1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SbGlqk2o6baBejAwd3C6lB0saJ73,20231007_BENL_1CBugles_subscribers,email,email,,,
europe-west1,SbdWUfoBHJRdr8yfuZPJIeS2ZAl2,(referral),referral,foodello.com,3,,
europe-west1,SbiwtB2vdAZm46pgDwX3qedPiwv1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,6,,
europe-west1,SbvlOGuh1KeGvz7WDoC78B9Lz863,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,Sc9RdBmAg8VtSG4PkcyiCawzJg02,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,ScBCuMVi94WST2mM6zj0oEF3X352,(referral),referral,l.facebook.com,,,
europe-west1,ScU89Zxc6SgPoo9ebNIFCNgL8mD2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,Sd5Jc57AbSgv7dO4IxjiLXmRkuf2,20240203_BEFR_Last1C_Active-1,email,email,,,
europe-west1,SdCf8CkieRTfqwtMD6ClG5mZTQs2,23WAE-SE-NC-AO-CPC-onlinegrocery_2023_WAL_Ecom_Search_NA_AlwaysOn_Consideration_OnlineGrocery,cpc,google,,,
europe-west1,SdTMvx4dqdT779Sp7xGmBF3XZYf1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,14,,
europe-west1,SdqT5AVU46Wc49t1yVhTJYHGNDz1,(referral),referral,foodello.nl,,,
europe-west1,Se5hE8WY6GPdJOLbYGmJhnjzLNq1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,Se9FcRYkLjZjimqGKhZCynMzR4q1,20240115_BEFR_1CKinderPeanut_Active-1,email,email,,,
europe-west1,SeBIQ7RKlWalJVnsfRmBafvsOEs2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SeGJRL0Vp3gpAMylvc4Vd1C6slw1,daisycon_Deals.be,affiliate,daisycon,3,,
europe-west1,SepZDknJ3ycfpTfJlclPlz1vgzh1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,Sex7VOz7DYUKMURacMfomxCF9lr2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SeyUfWDFhdXKXRBpWHyCUPCZGZ43,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,Sf7mKzVc6acqlff7Cug7hHrOfY93,22VLE-SE-NP-AO-ROAS-onlinegrocery_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_OnlineGrocery,cpc,google,,,
europe-west1,SfEokpgbijRk9BpEHF2Vd1DL33y2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,10,,
europe-west1,SfQs2eS13yTBIkGTOXWKHWuquGH3,(referral),referral,foodello.com,,,
europe-west1,SfRVgZokn4VedSSLjXs3RAObEJh1,23WAE-SE-NC-AO-CPC-onlinegrocery_2023_WAL_Ecom_Search_NA_AlwaysOn_Consideration_OnlineGrocery,cpc,google,,,
europe-west1,SfkY7lXtIre7hkHlkqwMU1sKc6p1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SfxEEplxwuW9VFTonWOAIoybGMK2,20240122_BEFR_1CPringlesVenco_Non-Active,email,email,,,
europe-west1,Sg86RPIF4DR6QKomgMn1h8l1zys1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,7,1,
europe-west1,Sg8QgySRTUa3OgTJNkpdi5aePwL2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SgFGiznw4dSqezciwRYu1ztqGqd2,20230715_BENL_HiddenJules_Subscribers,email,email,3,,
europe-west1,SgFIVGYogrW6AoyKhXO1ZDn9Esh2,23WAE-FB-MP-D-ROAS-_2023_WAL_Ecom_Facebook_MID_Dynamic_Purchase_,paid_social,facebook,,,
europe-west1,SgFPocjlXCgMJS7vlO6xqMveiBs1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,SgG675TCrSZmVnlXmsUXaO1ifcF3,WINBACK_1A_BENL,email,email,12,,
europe-west1,SgGrVyuLOQWNI0uEjNgJRRrhWP03,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SgnM8cxdBYOHSja0YCbVtJ580e92,20240106_BENL_Upfront_active-1,email,email,3,1,
europe-west1,Sgxu6mOE5MMADOa4XiAF14fRn0c2,(referral),referral,instagram.com,,,
europe-west1,ShGQJQ4WfKb8L7J7s47AvaFNl4T2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,ShXpesc4GXXyjebkAB6zsoe6asq1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,ShipaaY8AiOkhCkum3ZlHuXNaD43,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,ShndA2xAwHau7R4Yb0NkSdce9Wd2,20230923_BENL_1Cprince-pringles-bifi_subscribers,email,email,1,,
europe-west1,ShqARpwcksXSOodZRs2v6A1pbwm2,20230724_BENL_GutsyKombucha_Subscribers_Registered,email,email,6,,
europe-west1,SiHjU2eiGaMwhypJvyZjskkPXK23,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SiLJuoEaaYbYlYF1HIX5yccROO62,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,SibnCwFTDQcfG6KdAaUvcuetDU02,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,SilIAdd2txTTAayCEadXYJzaYTt1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,1,,
europe-west1,SiqzK6BS0NdSKUrdtFZU7t6TuoP2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,2,,
europe-west1,SisYNpWoAYTDj02IPiVHTzqLiog2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SiuGuL7R6fbdH9zzV9Mr8OvHqF82,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,bing,2,,
europe-west1,Sj2e13tRt6XVPVX848PxWvxIYI83,(organic),organic,google,5,,
europe-west1,Sj3P2ooFYydB43JuX3tBvjWx01d2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,Sj8jKDNzdmZN98yb65SqaZvpy9E3,20230819_BENL_B2S10%_Subscribers,email,email,5,,
europe-west1,Sj9skb7xSTYkNFedmIEp7iW5W1a2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SjH62kldcqUqDhOusRZxp3HCZsV2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SjNVJjwwh8fiLZ2wRtAfhO0wjRO2,20230717_BENL_NutsChocolate_Subscribers,email,email,2,,
europe-west1,SjSVtoYz88SEOpCLuo8OnZqByRA2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,1,
europe-west1,SjWjt1Z65sbTmQTJRkUQKntHk6g2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,SjYY6mObDEfPiow4Si4s7b7fxoi1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SjaH5lMzCMW3uuxzRoU2Wr4aFgP2,(organic),organic,google,,,
europe-west1,SjcCqsjrSBclCisT7LmmIPe5tUm1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SjgKjirCFZP82Va53DzgvYBImuE2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SjnHfbzynXaXsz50Re8V0DOyl6u2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,SjnngB27ypQaX9tLLL9blBDcRh73,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,4,,
europe-west1,SjuQ5rRWo1SzaivayJkQ91gs5bl2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SjxM2MCcHcXEasfgAXVpW4fKCB33,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SjxokXyJ9rOGx7iVXGOuo8VJlT32,(organic),organic,ecosia.org,2,,
europe-west1,Sk2LDKgYfsfsCcAmvFK58fgPGJC3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SkRCkioLThNGhfvfPIagkW0rKba2,(referral),referral,m.facebook.com,,,
europe-west1,SkcF0ayrjFOuLLRyHd0bn3tOgI03,(organic),organic,google,4,,
europe-west1,SkqjIOIXIlbbaJkQFnnmAke2LcA2,22VLE-PM-NP-D-ROAS_2022_VLG_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,1,,
europe-west1,SkvFLJxkC9VuRk5UjGeABg0q4Wq1,Subscribed_1_BEFR,email,email,,,
europe-west1,Sl2MMZLFcvRn0mFKywipweH6szz2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,8,,
europe-west1,Sl3c0VpV9Cav8ChU0sGEStU1Ws12,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SlUD27JTbHbWLCMWTUF0jyInnBk2,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,Sm42DpAs4HaHEHReNAXhgPDLQ843,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SmSJEW94IfVviffdNIH4uvkSs613,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,4,,
europe-west1,SmYyw1MzSKbYZjIVadCX1XyhOek2,23WAE-PM-NP-D-ROAS_2023_WAL_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,,,
europe-west1,SmbsBU8qMxXHMwrksfjrkyKkwyY2,22VLE-SE-NP-AO-ROAS-onlinegrocery_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_OnlineGrocery,cpc,google,2,,
europe-west1,SmxvBhm9rjekLDgIjOhmV46E0Ko2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SnOIDMwsprgRMJrr5ErzR1G2azy2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,SnRBlHhtDjMsnUYfSVc4jECOoe03,daisycon_Face à la crise,affiliate,daisycon,1,,
europe-west1,SnWzIYsvRtTRZ3sk2NHEoJYxyOx2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,SnfGBf8z5vecJDjIZpJBUviqCNu1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,Snh9CRdzFAZ1kRf6OMyyRgo4SSc2,23VLE-FB-RP-D-ROAS_2023_VLG_Ecom_Facebook_RET_Dynamic_Purchase,paid_social,facebook,1,,
europe-west1,SnqkWd9VBPSuST8VwiHxRMw22Im1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SnuHDIiOpnWLC0KsDczuPzsQLYh2,(referral),referral,m.facebook.com,3,,
europe-west1,So8ljV14OHdxExSrrlfmfDx3bn83,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,1,
europe-west1,SoKxE5yZjZMWewVx0VkcRJ52eSI3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,4,1,
europe-west1,SoV27b3h32ZFd4uXEgdwzqiJnyr2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,Sp0czkqsfhQZGLDxEfJwVT5dzPn2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,9,,
europe-west1,SpVMOXtyfpeQib8oDHjhTEpm4f02,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,Sq997zeUUveeclETmLc0wNwSAqM2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SqEiEwbVITfxH8Lo7vGAtN7IxUV2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SqM36BsptDSDODZoRGAaqnpMVVk1,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,SqVMMxYIpPc6q2qY0heyPyBlEg43,22VLE-SE-NP-AO-ROAS-foodwaste_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_FoodWaste,cpc,google,4,,
europe-west1,SqZAx9XdZtannGe5EF1MDR9eWbI3,24VLE-FB-MP-AO-CPA_2024_VLG_Ecom_Facebook_MID_AlwaysOn_Purchase_NA,paid_social,facebook,,,
europe-west1,SqZPnNAOcNhrMNpZ1QuWDn2KXXv2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SqvoRvERAITJ2ylcRu2WFX1JXco2,(organic),organic,google,,,
europe-west1,SqwOpiLjZKatDNXEVEuFAyic2oH3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SrUYhdUrz8NXG93jYlgHWPLQllU2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SrglEZfUqdNDLba4ZryFovnPRUk1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,SsDiTPSLfTaAeU3gu508g4Nt4cy2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,SsQaoObxfbMYfDOBch5rpoyrzsD3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,SsQgAkAEH4di02IaBe1t2kxntJ23,23VLE-FB-RP-AO-ROAS-bestsellers_2023_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook,4,,
europe-west1,SsQkvL05KRh7t2eoF9KXEYJyea02,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,3,,
europe-west1,SsS99KOQnKXlAsLMXfSLmZWffIc2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,33,1,
europe-west1,SsTX61M9PjcRJBBSTRV30xUM7zj1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,1,
