REGION,user_id,campaign,medium,source,LP_benefit_activation,unsubscribe,cancellation
europe-west1,6HFViILiqpVYB5nnjhv9pzLyV2w2,22VLE-SE-NP-AO-ROAS-foodwaste_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_FoodWaste,cpc,google,16,,
europe-west1,6HNgxjqp7HbdezzQFDx7vwR2W8p1,20230925_BENL_1Csnickers_pringles_subscribers,email,email,,,
europe-west1,6HXrBWKfohSA364jvlV8hNFHjeH2,20221229_BE_TonysKerst_Subscribers,email,email,19,,
europe-west1,6HhiFnIoAUgjbxLLnLA3TsiJjWn1,(organic),organic,google,1,,
europe-west1,6I7J1s9McFdgiBImwZH1GNJxJDg1,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,2,,
europe-west1,6IBNAKgMZSYhSkJ811AlEWwAuV62,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,6ID5zycvfQNaXqiJNPkoTdHWQG92,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,6IPZ8lFMIuSA2JlszaRARrk5E763,(organic),organic,google,,,
europe-west1,6IhceiPiAog0c4OlcdMi9SpcXca2,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,6J2CkfCgUQeKCRT50XZxLDXiXJn1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6JHuI2HGFucDVE0gax96TPpCsRH2,20240118_BENL_CrispyChocolate_active-1,email,email,,,
europe-west1,6JSQRxdfjlMFpwMYohzQCNiahll2,20231218_BENL_GrandItalia_Active-1,email,email,2,3,
europe-west1,6Jr74Qo8TyUw7OQKpmLcNoFrcpd2,22VLE-PM-NP-D-ROAS_2022_VLG_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,2,,
europe-west1,6K3AZ321kOfpKS5LBCDTMKcfME92,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6KEkAVsmdTP7nO6il4S8y4iQkGc2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6Kdckr6W6QY8R3bnnGNJ3KzayIX2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,6KdwoF1cwEYv2mYSJoS3JHaXHhV2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6KjUx8txLrMh1zKG509w7ZO8GE22,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6KxCS4n6KdM1JzHKb0qojAbA1e93,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,6LP65lbCXGOdyrUYUtD5QQZMXGd2,(referral),referral,l.facebook.com,10,,
europe-west1,6LRHCOIQqmWrXp96Ao8iMXrEx4P2,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,,,
europe-west1,6Lg4p4k2wvQ5C5tGlsTrmf7wb5N2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,6LmjSG3ATbakXmHB2hsj8OP4Qo52,22VLE-PM-PP-D-ROAS_2022_VLG_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,,,
europe-west1,6Lq0TOygDwca4GDqSt7xTQ5hhiv2,20230911_BENL_FWWfreedelivery_Subscribers,email,email,,,
europe-west1,6LsR7MrznGVYJGUjnQ9LEKhq1ME3,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,7,,
europe-west1,6MMorwocyjTA8Y9arXte0GRTJd63,(referral),referral,l.facebook.com,,,
europe-west1,6Mo4fEGvAfWkFgiJ6rHwKA5z9KH3,(referral),referral,lm.facebook.com,,,
europe-west1,6MoRcl98TvdbLSye9Robapw6Ssw1,22BEE-FB-PC-D-allproducts_2022_BEL_Ecom_Facebook_PROS_Dynamic_Consideration_AllProducts,paid_social,facebook,2,,
europe-west1,6My47m1qdOSDQNtExiEp7kWt6IZ2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6Nas9cAPBzgJsCvSsbQPA9Rx6Vo1,20231123_BENL_BFKitkat_Active-1,email,email,,,
europe-west1,6Nc6KF6oCQZqoq4yyyXlRHC0Nie2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6OB2MlfIufQ0WDwRPrKqaF4pd6G2,Shipment_confirmation_email_BEFR,email,email,,,
europe-west1,6OBDzqwy6WTSgnc8IwDOzswG7j62,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,,,
europe-west1,6ODMAsQZ9JZUNa9jmngAOs7LIff1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6OOKomcVWDfTYSoqToCIQLUEjb92,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,6OW3zgKTz3OxPHvdyjpNx0pkz3w1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,6OdGYB5hDdZbkOhCs4HYKy82eku1,(referral),referral,l.facebook.com,,,
europe-west1,6Ofjk5qSBrXiR8jUks13GgUc6tj1,23WAE-PM-PP-D-ROAS_2023_WAL_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,,,
europe-west1,6Og4bCg4HbgBqmjDWt1v3rajbFU2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,5,,
europe-west1,6OliBJ6EifSRrBwGpUUZUrukeJp1,(referral),referral,foodello.nl,2,,
europe-west1,6OnYkZ3M6gOknOgxRu5Cl7CObeB3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6Oo6fxjzW6S4NpodvLfPq6CbDPl1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6Osdk0lKl2djtMhQbgqZgb7BeEe2,(referral),referral,l.facebook.com,,,
europe-west1,6OwM5ivxKRNp4vXNeRlDk3XvjvQ2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,3,,
europe-west1,6Owke6vUYmSMRNlNWQPxXkkdTFn1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,4,,
europe-west1,6P8l5QsLspXddOR1JLB5L6HZFRj2,(referral),referral,l.instagram.com,2,,
europe-west1,6PEA2D1DTTWrkixYGKIo4HGc5Lu1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6PMN0pHQT7ZE7ch9pYTzT520lU72,23VLE-FB-MP-AO-ROAS-bestsellers_2023_VLG_Ecom_Facebook_MID_AlwaysOn_Purchase_Bestsellers,paid_social,facebook,,,
europe-west1,6PpR1KNbQGa0DvsgwhioH7RQjmM2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6Ppeur4RMvd4dQuFs1oqx2lonW12,(referral),referral,l.facebook.com,4,,
europe-west1,6PrWtG5bhxfzOIvgAcAC3vBSktV2,klarna-merchantboost,referral,klarna,2,1,
europe-west1,6QH0x3hqzqbJxPUA2OkG8MWjjKo2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,20,,
europe-west1,6QYrS6fGQMc5BXXbj7enQiLWqxo1,20240129_BENL_RinglingsCalve_active-1,email,email,2,,
europe-west1,6QeDhoqysxbllQzT9EQirUNkzUO2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6Qg9PPNDtde3AAtNTb884YTrUu12,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6QrRTYvX19QpPS7zaeIWMPBm6c52,(organic),organic,google,,,1
europe-west1,6QxwWksVYpQNUJ4bOxxbfmgGMyd2,20230724_BENL_GutsyKombucha_Subscribers_Registered,email,email,,,
europe-west1,6QyP8YYEqnao2F6QSGyeGEmWrvX2,20230911_BEFR_FWWfreedelivery_Subscribers,email,email,,,
europe-west1,6RGb70V6YobVKNVsP0d6UG3n3jG2,(organic),organic,google,2,,
europe-west1,6RPq0Pb2cfMwdjod91oPwAhUK913,(referral),referral,l.facebook.com,,,
europe-west1,6RRMESm6ZrZiKcwl0keZ1bnFwqv2,(organic),organic,google,2,,
europe-west1,6RuDim238Cf5M0ivp5wVYFhDqUd2,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,3,2,
europe-west1,6RuGSjS0pzdrXGe61droaWVB6Da2,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,2,,
europe-west1,6S5qYzOuGsQtjOPbLeWzpXZYa3V2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,6SCRJaDZ8VhKtGhBABirsLWW9Rz2,23WAE-PM-PP-D-ROAS_2023_WAL_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,45,,
europe-west1,6SHWx3jGcoQCHdMNSUxrriB0DgA3,daisycon_KAERO (code promo),affiliate,daisycon,,,
europe-west1,6SLtqjKkgbfLvs7VrCJmQQLlezF2,(referral),referral,m.facebook.com,,,
europe-west1,6SXTHxlT5XZUHo5EUlVAJ8g4Lkm2,20231127_BENL_CMMilka_Active-1,email,email,,,
europe-west1,6SrJc8Qm3TgiX5pxsYDZi7wJodH2,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,,,
europe-west1,6TJV2B65TvXOm294kgWg8XkGVHr2,20230608_BENL_foodwastereason_Subscribers,email,email,1,,
europe-west1,6Tl22bsXxNbitcRq1JDi02J8WKW2,20230727_BENL_DolceGusto_Subscribers,email,email,,,
europe-west1,6TrHi2UWaJdFrDHedqps7FIIuCV2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,6TwJxgcyyCeKo8fESATRKjnfD1K3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6UO5I3S107WdKFyw9cd0rD8J1b03,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,6URsKGW01Oc4z4mPAyxdKEuHayN2,(organic),organic,google,,,
europe-west1,6UV1dcemteWM8XXR7pCCO1EouTv2,(referral),referral,foodello.com,6,,
europe-west1,6UX7iakYY2c4M5PEWJ2AooHpXvw1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,6UcoOw4hCPNTn6VbqtCa0qg6fPY2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
